x, p
213, 2.1177537156197813e-34
214, 8.015796774074979e-35
215, 3.0199048311626454e-35
216, 1.1324643116861118e-35
217, 4.227170933021623e-36
218, 1.570646080618206e-36
219, 5.809238928313408e-37
220, 2.1388561508794605e-37
221, 7.839246525846647e-38
222, 2.860265624295288e-38
223, 1.0389305630849936e-38
224, 3.7568471254410606e-39
225, 1.3524649651586525e-39
226, 4.847330184860171e-40
227, 1.729664074773943e-40
228, 6.144859213013096e-41
229, 2.173509153947972e-41
230, 7.654532237819329e-42
231, 2.6840567587146186e-42
232, 9.371060235171135e-43
233, 3.2577505538565404e-43
234, 1.1276828840274895e-43
235, 3.886906961965867e-44
236, 1.3340655250814792e-44
237, 4.559464452810293e-45
238, 1.551750507049066e-45
239, 5.259070756108381e-46
240, 1.7749363801865733e-46
241, 5.965553808925083e-47
242, 1.9967349525738692e-47
243, 6.655783175247382e-48
244, 2.209501791782185e-48
245, 7.304883474875749e-49
246, 2.405266510020125e-49
247, 7.887716085490567e-50
248, 2.5762298505025925e-50
249, 8.380506742599224e-51
250, 2.715284184602211e-51
251, 8.7624708746124e-52
252, 2.8165084954114795e-52
253, 9.017280163174222e-53
254, 2.8755893433747565e-53
255, 9.134224973072252e-54
256, 2.890125870385415e-54
257, 9.10895702339584e-55
258, 2.8597888329265972e-55
259, 8.943741137722914e-56
260, 2.7863193544437496e-56
261, 8.647197996552595e-57
262, 2.6733703729797484e-57
263, 8.233574152524044e-58
264, 2.526210251342083e-58
265, 7.721623787122124e-59
266, 2.3513215291609125e-59
267, 7.133222616556682e-60
268, 2.155936686347659e-60
269, 6.491853962607711e-61
270, 1.9475561887826594e-61
271, 5.82110890374018e-62
272, 1.7334919897166123e-62
273, 5.143327881577303e-63
274, 1.5204728409038288e-63
275, 4.478483640481597e-64
276, 1.3143375901413896e-64
277, 3.843369848427891e-65
278, 1.1198307831751023e-65
279, 3.251121628572992e-66
280, 9.405030425513806e-67
281, 2.7110585924073932e-67
282, 7.787083190957968e-68
283, 2.228811796705132e-68
284, 6.356822377926937e-69
285, 1.8066758337268522e-69
286, 5.1168091794338704e-70
287, 1.4441168764258155e-70
288, 4.061578714948242e-71
289, 1.1383663526324058e-71
290, 3.1795749849391943e-72
291, 8.850363360141408e-73
292, 2.4550665485320094e-73
293, 6.787044042018325e-74
294, 1.8698998891271284e-74
295, 5.13430139048551e-75
296, 1.404994637261095e-75
297, 3.831803556166525e-76
298, 1.0415304968104531e-76
299, 2.8215374662758644e-77
300, 7.618151158946225e-78
301, 2.050067255396826e-78
302, 5.49852475785307e-79
303, 1.4699026580398995e-79
304, 3.9165169506970915e-80
305, 1.0401241737919962e-80
306, 2.75326987180263e-81
307, 7.26432767478809e-82
308, 1.9104238365508382e-82
309, 5.007907144357295e-83
310, 1.3085176732033851e-83
311, 3.4080363835830674e-84
312, 8.84778676507465e-85
313, 2.2896828369680713e-85
314, 5.906506681350168e-86
315, 1.5188160037758835e-86
316, 3.893167604616187e-87
317, 9.947841513369354e-88
318, 2.5338841590665244e-88
319, 6.434000529290688e-89
320, 1.628606383976598e-89
321, 4.109567510968122e-90
322, 1.0337731937530279e-90
323, 2.592434324891661e-91
324, 6.481085812228392e-92
325, 1.615286002432203e-92
326, 4.013440680889538e-93
327, 9.941550310462005e-94
328, 2.4550779730103427e-94
329, 6.044416894037484e-95
330, 1.4836296012637154e-95
331, 3.6306343716729147e-96
332, 8.857873015225983e-97
333, 2.1546177604595654e-97
334, 5.225270616685243e-98
335, 1.2634236416461205e-98
336, 3.0457534218256574e-99
337, 7.320653625159771e-100
338, 1.754357821414234e-100
339, 4.191828422848244e-101
340, 9.98641477207846e-102
341, 2.3721395792915164e-102
342, 5.618225319375038e-103
343, 1.3267529179864387e-103
344, 3.124040301071808e-104
345, 7.334703315561545e-105
346, 1.717083724163145e-105
347, 4.008178145741437e-106
348, 9.329380166812524e-107
349, 2.1652716146471972e-107
350, 5.011057165326811e-108
351, 1.1563978073829518e-108
352, 2.6610290453981584e-109
353, 6.106043985190556e-110
354, 1.397145657628485e-110
355, 3.187853472334723e-111
356, 7.253262114020683e-112
357, 1.645698126710591e-112
358, 3.723506934736714e-113
359, 8.401227345782658e-114
360, 1.8902761528017446e-114
361, 4.241339844235765e-115
362, 9.490290811690712e-116
363, 2.117668197649519e-116
364, 4.712393516747755e-117
365, 1.045764040702964e-117
366, 2.314395827784728e-118
367, 5.108067085846438e-119
368, 1.1243299835696894e-119
369, 2.4680414273478915e-120
370, 5.403009611221515e-121
371, 1.1796328261696238e-121
372, 2.568555347304755e-122
373, 5.5778279659958807e-123
374, 1.2080322600155864e-123
375, 2.6093496816328475e-124
376, 5.621205431177196e-125
377, 1.2077390979452818e-125
378, 2.5880123527399286e-126
379, 5.531108194510651e-127
380, 1.1789993783034062e-127
381, 2.5065341113536856e-128
382, 5.31490217328914e-129
383, 1.1240393630194808e-129
384, 2.3710205313689e-130
385, 4.988380858206391e-131
386, 1.0467845842349208e-131
387, 2.1909444786309868e-132
388, 4.573878937349661e-133
389, 9.524015268000874e-134
390, 1.9780647095076127e-134
391, 4.0977811117692404e-135
392, 8.467353827888316e-136
393, 1.7451797965877095e-136
394, 3.5878061808012906e-137
395, 7.3572734340494e-138
396, 1.504896838782699e-138
397, 3.0704444317738946e-139
398, 6.248894446573199e-140
399, 1.2685725568233876e-140
400, 2.5688594275670835e-141
401, 5.188967921020281e-142
402, 1.0455383124448933e-142
403, 2.101454176377019e-143
404, 4.2133115912525174e-144
405, 8.426623182501778e-145
406, 1.681173590598351e-145
407, 3.345824590624551e-146
408, 6.642445878447586e-147
409, 1.315496616513845e-147
410, 2.5989079496996518e-148
411, 5.121935375317374e-149
412, 1.006982440293062e-149
413, 1.9749534543278042e-150
414, 3.864039367163701e-151
415, 7.541859969644412e-152
416, 1.468487157551064e-152
417, 2.852457068624233e-153
418, 5.5274885779565964e-154
419, 1.0685598444254461e-154
420, 2.060793985678156e-155
421, 3.964948048453718e-156
422, 7.610445306275766e-157
423, 1.4573193139676455e-157
424, 2.7840298214935396e-158
425, 5.306033306849281e-159
426, 1.0088936569358433e-159
427, 1.9138263749839427e-160
428, 3.6219611302264554e-161
429, 6.838667868260557e-162
430, 1.2882141798352846e-162
431, 2.4210057672075656e-163
432, 4.5393858135154316e-164
433, 8.491691706573764e-165
434, 1.584854903761269e-165
435, 2.951109131142397e-166
436, 5.482565128956541e-167
437, 1.0162191657790178e-167
438, 1.8793094161674715e-168
439, 3.4675185127460065e-169
440, 6.383386353007708e-170
441, 1.1724587178995483e-170
442, 2.1486234423041605e-171
443, 3.928634285027248e-172
444, 7.167103087548197e-173
445, 1.3045738204295935e-173
446, 2.36929326131908e-174
447, 4.293350205076693e-175
448, 7.762530504707486e-176
449, 1.4003674184442255e-176
450, 2.520661353199217e-177
451, 4.5271301465458583e-178
452, 8.112777475000689e-179
453, 1.450629084934242e-179
454, 2.588126781491707e-180
455, 4.607434490126001e-181
456, 8.184258633780229e-182
457, 1.4506016396849506e-182
458, 2.5654745155999993e-183
459, 4.5273079687079167e-184
460, 7.971998814463416e-185
461, 1.4007199652309303e-185
462, 2.455807731249142e-186
463, 4.2963374995940713e-187
464, 7.50007192817066e-188
465, 1.3064641423264115e-188
466, 2.2708926079051704e-189
467, 3.93880730707508e-190
468, 6.817166493013199e-191
469, 1.1773784348276326e-191
470, 2.0290990047019527e-192
471, 3.4895333201913083e-193
472, 5.988394045241048e-194
473, 1.0254966546815536e-194
474, 1.7524309921775018e-195
475, 2.988356007713992e-196
476, 5.085227660182991e-197
477, 8.635292253142525e-198
478, 1.4633026621436648e-198
479, 2.4744784057118286e-199
480, 4.175682309639877e-200
481, 7.031814284426318e-201
482, 1.1816949316148602e-201
483, 1.9817244194775587e-202
484, 3.316522272266719e-203
485, 5.538934104198312e-204
486, 9.231556840330525e-205
487, 1.5354334785766734e-205
488, 2.54856786403022e-206
489, 4.221554130605277e-207
490, 6.9784874403893794e-208
491, 1.1512372355831961e-208
492, 1.8953295951676098e-209
493, 3.114030369342148e-210
494, 5.106001212888883e-211
495, 8.355274711998903e-212
496, 1.3644702654680596e-212
497, 2.2237845372811034e-213
498, 3.6169989461813147e-214
499, 5.871280854520597e-215
500, 9.511474984326271e-216
501, 1.5377833806991383e-216
502, 2.481283940968777e-217
503, 3.9957057498701565e-218
504, 6.421669955149619e-219
505, 1.0300104284493777e-219
506, 1.648830923011781e-220
507, 2.63422691842121e-221
508, 4.200243708507884e-222
509, 6.6840813435980535e-223
510, 1.061589389865573e-223
511, 1.6827542187683252e-224
512, 2.662169760162119e-225
513, 4.203425937098873e-226
514, 6.624075893090942e-227
515, 1.0418449462924899e-227
516, 1.6354542761561597e-228
517, 2.5623171444618553e-229
518, 4.0067121370916375e-230
519, 6.253250156154927e-231
520, 9.740639666318567e-232
521, 1.5143796794088166e-232
522, 2.3498995025292025e-233
523, 3.639423703730021e-234
524, 5.625826717595153e-235
525, 8.679846935716076e-236
526, 1.3366304216596098e-236
527, 2.0544034943916042e-237
528, 3.151641724350996e-238
529, 4.825765211200051e-239
530, 7.375226077490786e-240
531, 1.1250344863973985e-240
532, 1.7129284473342347e-241
533, 2.6031370400384605e-242
534, 3.9485786562380444e-243
535, 5.978221890755124e-244
536, 9.03425323042779e-245
537, 1.3627085878299096e-245
538, 2.0516616285171108e-246
539, 3.083202076250047e-247
540, 4.624803114378251e-248
541, 6.924381742412203e-249
542, 1.0348245777406215e-249
543, 1.543660972320575e-250
544, 2.298465785992506e-251
545, 3.4160684158782133e-252
546, 5.0677938037750307e-253
547, 7.50441129991725e-254
548, 1.1092286775430316e-254
549, 1.6365669012931945e-255
550, 2.410216709177496e-256
551, 3.543149790260611e-257
552, 5.199187192229551e-258
553, 7.615445977770139e-259
554, 1.1134496826701717e-259
555, 1.625034672004705e-260
556, 2.367406626481951e-261
557, 3.4427277692111864e-262
558, 4.9975080520823416e-263
559, 7.241469628239561e-264
560, 1.0474268569417488e-264
561, 1.5123275474563807e-265
562, 2.179689169819704e-266
563, 3.1359648802029598e-267
564, 4.503779349228227e-268
565, 6.456745615710098e-269
566, 9.240218990682509e-270
567, 1.320031284382791e-270
568, 1.882438979489316e-271
569, 2.6797461746679573e-272
570, 3.808060353475386e-273
571, 5.40197703382888e-274
572, 7.649652792654992e-275
573, 1.0813645308994745e-275
574, 1.5259673693873913e-276
575, 2.1496235986150512e-277
576, 3.022908185552367e-278
577, 4.243597279545355e-279
578, 5.946909682404709e-280
579, 8.319510954667196e-281
580, 1.1618627367724356e-281
581, 1.6198086347422644e-282
582, 2.2543728421685707e-283
583, 3.1321475165627825e-284
584, 4.3442456993427916e-285
585, 6.015109429859165e-286
586, 8.314400406461033e-287
587, 1.1473022707375365e-287
588, 1.5804674137715897e-288
589, 2.173478107225185e-289
590, 2.983927570935574e-290
591, 4.089646924632023e-291
592, 5.595631771878014e-292
593, 7.643274427013201e-293
594, 1.0422646945932138e-293
595, 1.4188813489415648e-294
596, 1.928345457454411e-295
597, 2.616348108104714e-296
598, 3.5438828889046425e-297
599, 4.792228948266204e-298
600, 6.469509080162384e-299
601, 8.719305083075309e-300
602, 1.1731955344339395e-300
603, 1.5759342999857657e-301
604, 2.1134218261397391e-302
605, 2.829539965576519e-303
606, 3.782058369829271e-304
607, 5.04689831888223e-305
608, 6.723663878775178e-306
609, 8.942804173743159e-307
610, 1.1874871115947418e-307
611, 1.574246416353622e-308
612, 2.08356143340859e-309
613, 2.7531562170661e-310
614, 3.6320139019927e-311
615, 4.78362806604e-312
616, 6.29016028165e-313
617, 8.257746885e-314
618, 1.082326048e-314
619, 1.41629095e-315
620, 1.8503156e-316
621, 2.4134553e-317
622, 3.142924e-318
623, 4.0863e-319
624, 5.3043e-320
625, 6.87e-321
626, 8.9e-322
627, 1.14e-322
628, 1.5e-323
629, 0.0
630, 0.0
631, 0.0
632, 0.0
633, 0.0
634, 0.0
635, 0.0
636, 0.0
637, 0.0
638, 0.0
639, 0.0
640, 0.0
641, 0.0
642, 0.0
643, 0.0
644, 0.0
645, 0.0
646, 0.0
647, 0.0
648, 0.0
649, 0.0
650, 0.0
651, 0.0
652, 0.0
653, 0.0
654, 0.0
655, 0.0
656, 0.0
657, 0.0
658, 0.0
659, 0.0
660, 0.0
661, 0.0
662, 0.0
663, 0.0
664, 0.0
665, 0.0
666, 0.0
667, 0.0
668, 0.0
669, 0.0
670, 0.0
671, 0.0
672, 0.0
673, 0.0
674, 0.0
675, 0.0
676, 0.0
677, 0.0
678, 0.0
679, 0.0
680, 0.0
681, 0.0
682, 0.0
683, 0.0
684, 0.0
685, 0.0
686, 0.0
687, 0.0
688, 0.0
689, 0.0
690, 0.0
691, 0.0
692, 0.0
693, 0.0
694, 0.0
695, 0.0
696, 0.0
697, 0.0
698, 0.0
699, 0.0
700, 0.0
701, 0.0
702, 0.0
703, 0.0
704, 0.0
705, 0.0
706, 0.0
707, 0.0
708, 0.0
709, 0.0
710, 0.0
711, 0.0
712, 0.0
713, 0.0
714, 0.0
715, 0.0
716, 0.0
717, 0.0
718, 0.0
719, 0.0
720, 0.0
721, 0.0
722, 0.0
723, 0.0
724, 0.0
725, 0.0
726, 0.0
727, 0.0
728, 0.0
729, 0.0
730, 0.0
731, 0.0
732, 0.0
733, 0.0
734, 0.0
735, 0.0
736, 0.0
737, 0.0
738, 0.0
739, 0.0
740, 0.0
741, 0.0
742, 0.0
743, 0.0
744, 0.0
745, 0.0
746, 0.0
747, 0.0
748, 0.0
749, 0.0
750, 0.0
751, 0.0
752, 0.0
753, 0.0
754, 0.0
755, 0.0
756, 0.0
757, 0.0
758, 0.0
759, 0.0
760, 0.0
761, 0.0
762, 0.0
763, 0.0
764, 0.0
765, 0.0
766, 0.0
767, 0.0
768, 0.0
769, 0.0
770, 0.0
771, 0.0
772, 0.0
773, 0.0
774, 0.0
775, 0.0
776, 0.0
777, 0.0
778, 0.0
779, 0.0
780, 0.0
781, 0.0
782, 0.0
783, 0.0
784, 0.0
785, 0.0
786, 0.0
787, 0.0
788, 0.0
789, 0.0
790, 0.0
791, 0.0
792, 0.0
793, 0.0
794, 0.0
795, 0.0
796, 0.0
797, 0.0
798, 0.0
799, 0.0
800, 0.0
801, 0.0
802, 0.0
803, 0.0
804, 0.0
805, 0.0
806, 0.0
807, 0.0
808, 0.0
809, 0.0
810, 0.0
811, 0.0
812, 0.0
813, 0.0
814, 0.0
815, 0.0
816, 0.0
817, 0.0
818, 0.0
819, 0.0
820, 0.0
821, 0.0
822, 0.0
823, 0.0
824, 0.0
825, 0.0
826, 0.0
827, 0.0
828, 0.0
829, 0.0
830, 0.0
831, 0.0
832, 0.0
833, 0.0
834, 0.0
835, 0.0
836, 0.0
837, 0.0
838, 0.0
839, 0.0
840, 0.0
841, 0.0
842, 0.0
843, 0.0
844, 0.0
845, 0.0
846, 0.0
847, 0.0
848, 0.0
849, 0.0
850, 0.0
851, 0.0
852, 0.0
853, 0.0
854, 0.0
855, 0.0
856, 0.0
857, 0.0
858, 0.0
859, 0.0
860, 0.0
861, 0.0
862, 0.0
863, 0.0
864, 0.0
865, 0.0
866, 0.0
867, 0.0
868, 0.0
869, 0.0
870, 0.0
871, 0.0
872, 0.0
873, 0.0
874, 0.0
875, 0.0
876, 0.0
877, 0.0
878, 0.0
879, 0.0
880, 0.0
881, 0.0
882, 0.0
883, 0.0
884, 0.0
885, 0.0
886, 0.0
887, 0.0
888, 0.0
889, 0.0
890, 0.0
891, 0.0
892, 0.0
893, 0.0
894, 0.0
895, 0.0
896, 0.0
897, 0.0
898, 0.0
899, 0.0
900, 0.0
901, 0.0
902, 0.0
903, 0.0
904, 0.0
905, 0.0
906, 0.0
907, 0.0
908, 0.0
909, 0.0
910, 0.0
911, 0.0
912, 0.0
913, 0.0
914, 0.0
915, 0.0
916, 0.0
917, 0.0
918, 0.0
919, 0.0
920, 0.0
921, 0.0
922, 0.0
923, 0.0
924, 0.0
925, 0.0
926, 0.0
927, 0.0
928, 0.0
929, 0.0
930, 0.0
931, 0.0
932, 0.0
933, 0.0
934, 0.0
935, 0.0
936, 0.0
937, 0.0
938, 0.0
939, 0.0
940, 0.0
941, 0.0
942, 0.0
943, 0.0
944, 0.0
945, 0.0
946, 0.0
947, 0.0
948, 0.0
949, 0.0
950, 0.0
951, 0.0
952, 0.0
953, 0.0
954, 0.0
955, 0.0
956, 0.0
957, 0.0
958, 0.0
959, 0.0
960, 0.0
961, 0.0
962, 0.0
963, 0.0
964, 0.0
965, 0.0
966, 0.0
967, 0.0
968, 0.0
969, 0.0
970, 0.0
971, 0.0
972, 0.0
973, 0.0
974, 0.0
975, 0.0
976, 0.0
977, 0.0
978, 0.0
979, 0.0
980, 0.0
981, 0.0
982, 0.0
983, 0.0
984, 0.0
985, 0.0
986, 0.0
987, 0.0
988, 0.0
989, 0.0
990, 0.0
991, 0.0
992, 0.0
993, 0.0
994, 0.0
995, 0.0
996, 0.0
997, 0.0
998, 0.0
999, 0.0
1000, 0.0
1001, 0.0
1002, 0.0
1003, 0.0
1004, 0.0
1005, 0.0
1006, 0.0
1007, 0.0
1008, 0.0
1009, 0.0
1010, 0.0
1011, 0.0
1012, 0.0
1013, 0.0
1014, 0.0
1015, 0.0
1016, 0.0
1017, 0.0
1018, 0.0
1019, 0.0
1020, 0.0
1021, 0.0
1022, 0.0
1023, 0.0
1024, 0.0
1025, 0.0
1026, 0.0
1027, 0.0
1028, 0.0
1029, 0.0
1030, 0.0
1031, 0.0
1032, 0.0
1033, 0.0
1034, 0.0
1035, 0.0
1036, 0.0
1037, 0.0
1038, 0.0
1039, 0.0
1040, 0.0
1041, 0.0
1042, 0.0
1043, 0.0
1044, 0.0
1045, 0.0
1046, 0.0
1047, 0.0
1048, 0.0
1049, 0.0
1050, 0.0
1051, 0.0
1052, 0.0
1053, 0.0
1054, 0.0
1055, 0.0
1056, 0.0
1057, 0.0
1058, 0.0
1059, 0.0
1060, 0.0
1061, 0.0
1062, 0.0
1063, 0.0
1064, 0.0
1065, 0.0
1066, 0.0
1067, 0.0
1068, 0.0
1069, 0.0
1070, 0.0
1071, 0.0
1072, 0.0
1073, 0.0
1074, 0.0
1075, 0.0
1076, 0.0
1077, 0.0
1078, 0.0
1079, 0.0
1080, 0.0
1081, 0.0
1082, 0.0
1083, 0.0
1084, 0.0
1085, 0.0
1086, 0.0
1087, 0.0
1088, 0.0
1089, 0.0
1090, 0.0
1091, 0.0
1092, 0.0
1093, 0.0
1094, 0.0
1095, 0.0
1096, 0.0
1097, 0.0
1098, 0.0
1099, 0.0
1100, 0.0
1101, 0.0
1102, 0.0
1103, 0.0
1104, 0.0
1105, 0.0
1106, 0.0
1107, 0.0
1108, 0.0
1109, 0.0
1110, 0.0
1111, 0.0
1112, 0.0
1113, 0.0
1114, 0.0
1115, 0.0
1116, 0.0
1117, 0.0
1118, 0.0
1119, 0.0
1120, 0.0
1121, 0.0
1122, 0.0
1123, 0.0
1124, 0.0
1125, 0.0
1126, 0.0
1127, 0.0
1128, 0.0
1129, 0.0
1130, 0.0
1131, 0.0
1132, 0.0
1133, 0.0
1134, 0.0
1135, 0.0
1136, 0.0
1137, 0.0
1138, 0.0
1139, 0.0
1140, 0.0
1141, 0.0
1142, 0.0
1143, 0.0
1144, 0.0
1145, 0.0
1146, 0.0
1147, 0.0
1148, 0.0
1149, 0.0
1150, 0.0
1151, 0.0
1152, 0.0
1153, 0.0
1154, 0.0
1155, 0.0
1156, 0.0
1157, 0.0
1158, 0.0
1159, 0.0
1160, 0.0
1161, 0.0
1162, 0.0
1163, 0.0
1164, 0.0
1165, 0.0
1166, 0.0
1167, 0.0
1168, 0.0
1169, 0.0
1170, 0.0
1171, 0.0
1172, 0.0
1173, 0.0
1174, 0.0
1175, 0.0
1176, 0.0
1177, 0.0
1178, 0.0
1179, 0.0
1180, 0.0
1181, 0.0
1182, 0.0
1183, 0.0
1184, 0.0
1185, 0.0
1186, 0.0
1187, 0.0
1188, 0.0
1189, 0.0
1190, 0.0
1191, 0.0
1192, 0.0
1193, 0.0
1194, 0.0
1195, 0.0
1196, 0.0
1197, 0.0
1198, 0.0
1199, 0.0
1200, 0.0
1201, 0.0
1202, 0.0
1203, 0.0
1204, 0.0
1205, 0.0
1206, 0.0
1207, 0.0
1208, 0.0
1209, 0.0
1210, 0.0
1211, 0.0
1212, 0.0
1213, 0.0
1214, 0.0
1215, 0.0
1216, 0.0
1217, 0.0
1218, 0.0
1219, 0.0
1220, 0.0
1221, 0.0
1222, 0.0
1223, 0.0
1224, 0.0
1225, 0.0
1226, 0.0
1227, 0.0
1228, 0.0
1229, 0.0
1230, 0.0
1231, 0.0
1232, 0.0
1233, 0.0
1234, 0.0
1235, 0.0
1236, 0.0
1237, 0.0
1238, 0.0
1239, 0.0
1240, 0.0
1241, 0.0
1242, 0.0
1243, 0.0
1244, 0.0
1245, 0.0
1246, 0.0
1247, 0.0
1248, 0.0
1249, 0.0
1250, 0.0
1251, 0.0
1252, 0.0
1253, 0.0
1254, 0.0
1255, 0.0
1256, 0.0
1257, 0.0
1258, 0.0
1259, 0.0
1260, 0.0
1261, 0.0
1262, 0.0
1263, 0.0
1264, 0.0
1265, 0.0
1266, 0.0
1267, 0.0
1268, 0.0
1269, 0.0
1270, 0.0
1271, 0.0
1272, 0.0
1273, 0.0
1274, 0.0
1275, 0.0
1276, 0.0
1277, 0.0
1278, 0.0
1279, 0.0
1280, 0.0
1281, 0.0
1282, 0.0
1283, 0.0
1284, 0.0
1285, 0.0
1286, 0.0
1287, 0.0
1288, 0.0
1289, 0.0
1290, 0.0
1291, 0.0
1292, 0.0
1293, 0.0
1294, 0.0
1295, 0.0
1296, 0.0
1297, 0.0
1298, 0.0
1299, 0.0
1300, 0.0
1301, 0.0
1302, 0.0
1303, 0.0
1304, 0.0
1305, 0.0
1306, 0.0
1307, 0.0
1308, 0.0
1309, 0.0
1310, 0.0
1311, 0.0
